Student_id,english_marks,maths_marks,science_marks,computer_marks,course
S40250,75,71,100,68,Mathematics for machine learning
S40251,68,62,86,86,python
S40252,86,81,70,90,AI
S40253,98,69,72,62,python
S40254,86,79,65,89,AI
S40255,82,75,96,99,AI
S40256,67,77,67,68,python
S40257,74,78,60,68,python
S40258,89,98,97,98,AI
S40259,90,83,79,93,AI
S40260,96,86,99,71,AI
S40261,75,79,67,82,AI
S40262,98,79,93,74,AI
S40263,81,65,80,79,Web Development
S40264,87,78,67,68,python
S40265,71,81,78,92,AI
S40266,69,74,93,65,Mathematics for machine learning
S40267,84,61,60,63,python
S40268,69,79,95,73,AI
S40269,94,84,70,84,AI
S40270,73,64,68,64,python
S40271,83,88,99,73,AI
S40272,68,73,96,63,Mathematics for machine learning
S40273,64,80,76,70,Mathematics for machine learning
S40274,76,71,64,82,AI
S40275,81,89,76,92,AI
S40276,81,69,84,80,Web Development
S40277,99,75,82,93,AI
S40278,70,100,97,62,Mathematics for machine learning
S40279,91,64,83,73,Web Development
S40280,76,66,88,61,Web Development
S40281,86,74,94,82,AI
S40282,81,69,92,97,Web Development
S40283,92,79,92,64,Mathematics for machine learning
S40284,96,96,65,65,python
S40285,87,80,62,61,python
S40286,96,98,64,65,python
S40287,68,90,66,85,AI
S40288,66,71,81,100,AI
S40289,97,73,88,74,AI
S40290,74,74,81,77,AI
S40291,76,67,61,88,Web Development
S40292,69,93,75,64,Mathematics for machine learning
S40293,65,81,67,64,python
S40294,83,79,61,82,python
S40295,80,97,92,81,AI
S40296,96,71,67,83,AI
S40297,71,98,76,74,Web Development
S40298,72,98,75,78,AI
S40299,96,85,94,63,Mathematics for machine learning
S40300,88,100,78,74,AI
S40301,84,82,84,84,Mathematics for machine learning
S40302,97,99,78,61,Web Development
S40303,80,97,64,78,AI
S40304,86,85,89,86,AI
S40305,86,72,90,83,AI
S40306,70,73,70,85,AI
S40307,85,88,62,72,AI
S40308,74,68,74,98,AI
S40309,92,91,71,85,AI
S40310,95,95,90,79,AI
S40311,86,91,86,93,AI
S40312,97,88,81,86,AI
S40313,76,85,97,92,AI
S40314,99,62,93,93,Web Development
S40315,92,99,83,72,AI
S40316,77,74,85,81,Mathematics for machine learning
S40317,65,68,89,75,python
S40318,70,96,61,74,AI
S40319,99,70,77,94,Web Development
S40320,68,87,83,68,AI
S40321,87,98,61,96,AI
S40322,93,65,75,88,Web Development
S40323,95,91,68,82,AI
S40324,66,81,66,68,python
S40325,98,67,67,60,python
S40326,78,70,71,100,Web Development
S40327,100,60,93,91,Web Development
S40328,82,76,94,64,Mathematics for machine learning
S40329,90,82,98,61,Mathematics for machine learning
S40330,62,72,67,100,AI
S40331,96,89,98,93,AI
S40332,67,77,93,65,Mathematics for machine learning
S40333,92,62,85,71,Web Development
S40334,98,72,81,93,AI
S40335,69,94,78,76,AI
S40336,76,69,93,62,python
S40337,68,67,99,95,python
S40338,83,95,95,61,Mathematics for machine learning
S40339,85,70,87,73,Web Development
S40340,79,63,80,81,Web Development
S40341,88,73,80,82,AI
S40342,83,66,84,77,Web Development
S40343,77,61,91,78,python
S40344,67,85,71,82,Mathematics for machine learning
S40345,84,78,90,82,Mathematics for machine learning
S40346,60,60,86,92,python
S40347,75,97,73,61,Mathematics for machine learning
S40348,84,84,68,84,AI
S40349,68,99,61,93,AI
S40350,92,87,85,67,Mathematics for machine learning
S40351,66,83,72,72,AI
S40352,97,68,71,80,Web Development
S40353,69,76,74,78,AI
S40354,73,86,67,76,AI
S40355,83,91,89,73,AI
S40356,83,83,67,86,AI
S40357,61,91,82,76,AI
S40358,61,95,87,70,Mathematics for machine learning
S40359,62,70,92,89,python
S40360,68,98,98,80,AI
S40361,68,84,62,94,AI
S40362,81,91,84,82,AI
S40363,76,97,80,65,AI
S40364,62,92,76,61,Mathematics for machine learning
S40365,72,89,97,92,AI
S40366,91,81,62,86,AI
S40367,91,79,81,95,AI
S40368,68,75,96,92,AI
S40369,60,69,66,94,python
S40370,96,74,81,60,Mathematics for machine learning
S40371,91,97,80,100,AI
S40372,98,63,87,68,python
S40373,100,65,85,68,python
S40374,63,99,69,71,AI
S40375,82,69,92,64,python
S40376,92,80,90,96,AI
S40377,97,63,90,64,python
S40378,69,84,100,76,Mathematics for machine learning
S40379,90,66,61,89,Web Development
S40380,82,66,95,70,python
S40381,73,96,69,77,AI
S40382,98,75,70,61,python
S40383,89,80,65,85,AI
S40384,76,91,99,72,AI
S40385,64,71,89,85,AI
S40386,88,78,72,88,python
S40387,64,76,97,92,AI
S40388,86,61,61,67,python
S40389,85,99,70,72,AI
S40390,83,79,71,92,AI
S40391,98,92,68,90,AI
S40392,84,88,69,85,AI
S40393,79,72,65,68,python
S40394,99,97,88,71,AI
S40395,62,63,67,90,python
S40396,95,85,88,85,AI
S40397,72,83,100,92,AI
S40398,100,97,76,79,AI
S40399,87,92,80,90,AI
S40400,67,91,74,84,AI
S40401,97,65,64,85,Web Development
S40402,64,69,99,99,python
S40403,60,74,98,89,AI
S40404,76,78,62,97,AI
S40405,64,100,80,62,Mathematics for machine learning
S40406,81,91,98,86,AI
S40407,65,92,85,84,AI
S40408,63,92,80,82,AI
S40409,63,81,84,62,Mathematics for machine learning
S40410,100,65,72,88,Web Development
S40411,71,85,76,94,Web Development
S40412,62,83,69,99,AI
S40413,64,82,83,78,AI
S40414,82,81,65,86,python
S40415,78,61,77,62,python
S40416,75,75,70,82,AI
S40417,84,97,60,87,AI
S40418,75,98,62,77,AI
S40419,93,97,84,64,Mathematics for machine learning
S40420,88,78,63,69,python
S40421,91,63,89,75,Web Development
S40422,87,74,92,96,AI
S40423,92,93,97,66,Mathematics for machine learning
S40424,80,85,95,95,AI
S40425,65,65,100,76,python
S40426,62,88,80,91,AI
S40427,72,93,87,68,AI
S40428,79,91,97,97,AI
S40429,100,66,78,87,Web Development
S40430,73,92,67,94,AI
S40431,82,62,77,85,Web Development
S40432,97,90,76,65,Mathematics for machine learning
S40433,70,94,68,61,python
S40434,73,79,62,95,AI
S40435,60,66,84,85,python
S40436,100,75,92,100,python
S40437,94,86,84,97,AI
S40438,68,69,70,60,python
S40439,86,96,83,76,AI
S40440,94,99,78,99,AI
S40441,99,77,85,64,Mathematics for machine learning
S40442,64,73,95,69,Mathematics for machine learning
S40443,95,88,83,66,Mathematics for machine learning
S40444,76,70,86,96,Web Development
S40445,94,82,66,66,python
S40446,73,65,77,95,Web Development
S40447,91,70,88,85,Web Development
S40448,83,60,100,62,python
S40449,67,98,67,94,AI
S40450,95,67,76,93,Web Development
S40451,62,91,95,86,python
S40452,67,93,69,70,python
S40453,90,60,63,63,python
S40454,69,79,71,91,AI
S40455,74,96,80,74,AI
S40456,80,72,73,92,AI
S40457,78,92,82,71,AI
S40458,61,92,67,76,AI
S40459,82,64,60,76,Web Development
S40460,60,60,60,78,python
S40461,97,67,79,90,Web Development
S40462,93,84,94,92,AI
S40463,69,60,60,67,python
S40464,61,91,94,67,Mathematics for machine learning
S40465,77,100,78,87,AI
S40466,75,75,62,71,AI
S40467,62,61,70,82,python
S40468,75,61,78,62,python
S40469,100,99,62,83,Mathematics for machine learning
S40470,78,69,88,98,Web Development
S40471,76,98,96,60,Mathematics for machine learning
S40472,99,97,77,80,AI
S40473,69,73,75,87,AI
S40474,92,76,75,96,AI
S40475,60,60,93,91,AI
S40476,83,64,63,88,Web Development
S40477,82,62,94,73,Web Development
S40478,75,63,76,97,Web Development
S40479,81,80,88,82,AI
S40480,99,82,92,87,AI
S40481,77,88,67,82,AI
S40482,90,99,87,93,AI
S40483,61,73,79,89,AI
S40484,71,88,72,80,AI
S40485,93,78,83,87,AI
S40486,77,73,61,82,AI
S40487,60,98,69,87,AI
S40488,90,60,100,80,Web Development
S40489,64,87,84,71,AI
S40490,96,91,78,93,AI
S40491,77,64,96,79,Web Development
S40492,84,63,67,100,Mathematics for machine learning
S40493,83,93,99,100,AI
S40494,64,88,66,66,python
S40495,92,71,95,64,Mathematics for machine learning
S40496,84,100,69,85,Web Development
S40497,91,74,72,91,AI
S40498,66,80,61,68,python
S40499,99,92,87,83,AI
S40500,70,89,91,85,AI
S40501,71,99,68,70,python
S40502,75,86,61,63,Mathematics for machine learning
S40503,91,94,88,90,AI
S40504,66,94,62,99,AI
S40505,68,66,63,94,Mathematics for machine learning
S40506,84,71,67,60,python
S40507,61,63,98,65,Mathematics for machine learning
S40508,65,85,66,87,AI
S40509,92,83,76,93,AI
S40510,84,66,67,66,python
S40511,80,66,63,86,Web Development
S40512,98,81,70,75,python
S40513,86,90,63,62,python
S40514,72,60,63,80,Web Development
S40515,67,72,62,85,AI
S40516,97,81,92,68,Mathematics for machine learning
S40517,82,78,82,77,AI
S40518,86,86,94,86,AI
S40519,100,72,89,61,Mathematics for machine learning
S40520,71,73,94,99,AI
S40521,67,77,91,71,AI
S40522,91,77,62,84,AI
S40523,80,90,65,97,AI
S40524,82,89,65,71,AI
S40525,60,72,67,76,AI
S40526,60,82,66,70,python
S40527,73,73,62,80,AI
S40528,79,62,99,77,Web Development
S40529,96,78,69,96,AI
S40530,71,88,68,66,python
S40531,94,92,63,80,AI
S40532,70,91,95,66,Mathematics for machine learning
S40533,77,71,63,86,AI
S40534,80,70,98,88,Web Development
S40535,89,95,73,96,AI
S40536,61,100,69,65,python
S40537,82,89,63,82,AI
S40538,80,95,74,89,AI
S40539,100,73,85,64,Mathematics for machine learning
S40540,78,78,96,71,AI
S40541,65,64,78,72,python
S40542,78,89,65,82,AI
S40543,73,100,60,79,AI
S40544,90,60,69,64,python
S40545,100,81,65,81,AI
S40546,100,81,72,97,AI
S40547,67,75,90,87,AI
S40548,62,87,64,86,AI
S40549,64,83,91,83,AI
S40550,82,73,73,78,AI
S40551,80,77,63,91,AI
S40552,67,70,72,92,python
S40553,80,91,64,75,AI
S40554,66,65,82,96,python
S40555,98,80,96,62,Mathematics for machine learning
S40556,99,68,85,68,python
S40557,67,61,86,74,python
S40558,72,73,84,89,AI
S40559,90,92,68,64,python
S40560,63,63,61,73,Web Development
S40561,76,70,62,73,Web Development
S40562,96,92,96,73,AI
S40563,83,83,68,98,AI
S40564,60,68,61,71,python
S40565,66,72,72,100,AI
S40566,67,91,86,68,Mathematics for machine learning
S40567,65,62,74,82,python
S40568,68,72,89,91,AI
S40569,94,93,92,88,AI
S40570,80,66,84,63,Mathematics for machine learning
S40571,91,73,77,88,python
S40572,72,86,84,100,AI
S40573,93,83,67,62,python
S40574,93,94,78,60,Mathematics for machine learning
S40575,85,73,89,70,Mathematics for machine learning
S40576,89,63,84,87,Web Development
S40577,67,83,71,79,AI
S40578,72,64,71,62,python
S40579,98,98,98,93,AI
S40580,85,91,92,68,Mathematics for machine learning
S40581,94,83,93,73,Web Development
S40582,74,83,63,64,python
S40583,74,94,98,66,Mathematics for machine learning
S40584,80,84,62,95,AI
S40585,71,98,66,100,AI
S40586,92,74,76,68,Mathematics for machine learning
S40587,97,62,63,99,Web Development
S40588,77,81,74,69,Mathematics for machine learning
S40589,82,81,67,89,Mathematics for machine learning
S40590,92,73,83,83,AI
S40591,77,74,73,62,Mathematics for machine learning
S40592,81,89,75,74,AI
S40593,74,74,85,64,Mathematics for machine learning
S40594,99,71,84,86,AI
S40595,82,99,82,82,AI
S40596,96,88,91,74,AI
S40597,89,77,92,75,AI
S40598,76,84,87,79,AI
S40599,71,94,72,93,AI
S40600,66,78,84,73,AI
S40601,68,74,100,60,Mathematics for machine learning
S40602,94,60,73,64,python
S40603,77,77,93,78,AI
S40604,76,84,100,67,Mathematics for machine learning
S40605,72,99,70,77,AI
S40606,61,95,61,65,python
S40607,65,99,88,75,AI
S40608,85,94,100,71,AI
S40609,98,81,61,100,AI
S40610,61,95,93,79,AI
S40611,74,92,71,95,python
S40612,70,95,85,87,AI
S40613,75,98,89,80,AI
S40614,76,61,69,86,Web Development
S40615,96,83,83,76,AI
S40616,66,71,68,71,AI
S40617,83,63,74,85,Web Development
S40618,67,74,90,60,Mathematics for machine learning
S40619,72,69,94,67,Mathematics for machine learning
S40620,84,78,78,71,AI
S40621,77,78,94,90,AI
S40622,75,81,79,81,AI
S40623,70,92,100,65,Mathematics for machine learning
S40624,92,85,99,64,Mathematics for machine learning
S40625,67,83,71,76,AI
S40626,100,61,99,91,Web Development
S40627,83,68,69,66,python
S40628,74,70,62,68,python
S40629,100,94,70,92,AI
S40630,98,80,81,69,Mathematics for machine learning
S40631,60,88,63,82,AI
S40632,90,87,63,91,AI
S40633,77,68,100,97,Web Development
S40634,90,82,66,92,AI
S40635,61,67,85,76,python
S40636,66,74,85,100,AI
S40637,74,75,88,73,AI
S40638,84,73,69,88,AI
S40639,64,88,95,69,Mathematics for machine learning
S40640,73,62,92,95,Web Development
S40641,86,90,80,86,AI
S40642,97,83,64,95,AI
S40643,86,93,69,93,AI
S40644,69,87,93,96,AI
S40645,93,91,70,65,python
S40646,62,85,70,88,AI
S40647,97,75,91,97,AI
S40648,69,67,69,87,Mathematics for machine learning
S40649,75,88,90,64,Mathematics for machine learning
S40650,82,72,93,63,Mathematics for machine learning
S40651,80,91,62,97,AI
S40652,89,68,93,93,Web Development
S40653,65,88,64,79,AI
S40654,95,66,93,88,Web Development
S40655,69,72,64,79,AI
S40656,99,100,71,100,AI
S40657,88,95,77,73,AI
S40658,70,65,62,88,python
S40659,61,74,81,82,AI
S40660,99,68,94,87,Web Development
S40661,100,98,84,61,Mathematics for machine learning
S40662,72,86,88,69,Web Development
S40663,72,85,87,69,Mathematics for machine learning
S40664,62,88,86,72,AI
S40665,73,81,73,98,AI
S40666,61,92,79,86,AI
S40667,61,63,65,92,python
S40668,62,85,76,85,AI
S40669,84,92,92,97,AI
S40670,83,67,73,84,Web Development
S40671,65,83,60,90,AI
S40672,83,87,60,63,python
S40673,89,79,90,61,Mathematics for machine learning
S40674,62,63,79,75,python
S40675,92,99,83,86,AI
S40676,89,65,73,85,Web Development
S40677,68,77,100,88,AI
S40678,65,82,90,97,AI
S40679,82,65,74,94,Web Development
S40680,84,93,67,69,python
S40681,86,92,85,83,AI
S40682,82,77,70,75,AI
S40683,67,79,94,97,AI
S40684,94,89,100,62,Mathematics for machine learning
S40685,86,73,72,62,Mathematics for machine learning
S40686,63,82,67,94,AI
S40687,60,90,61,88,AI
S40688,93,99,94,97,AI
S40689,94,90,65,99,AI
S40690,60,100,83,67,Mathematics for machine learning
S40691,79,85,89,91,Mathematics for machine learning
S40692,72,87,84,93,AI
S40693,77,68,80,70,python
S40694,93,93,80,73,Web Development
S40695,74,64,77,83,Web Development
S40696,71,84,61,90,AI
S40697,76,73,64,71,AI
S40698,63,76,77,67,Mathematics for machine learning
S40699,88,97,89,99,AI
S40700,75,81,82,65,Mathematics for machine learning
S40701,73,80,67,93,AI
S40702,88,65,76,80,Web Development
S40703,82,84,80,94,AI
S40704,85,78,94,85,AI
S40705,75,97,75,74,python
S40706,65,74,70,61,python
S40707,75,64,84,63,python
S40708,75,82,92,74,AI
S40709,82,89,85,83,AI
S40710,96,60,61,97,Web Development
S40711,95,95,90,71,AI
S40712,93,85,77,69,Mathematics for machine learning
S40713,90,100,73,65,Mathematics for machine learning
S40714,65,78,78,80,AI
S40715,91,74,88,77,AI
S40716,98,74,95,99,AI
S40717,66,97,83,94,AI
S40718,66,72,88,61,Mathematics for machine learning
S40719,77,67,83,99,Web Development
S40720,100,93,69,100,AI
S40721,83,84,73,65,Mathematics for machine learning
S40722,98,83,85,79,AI
S40723,73,71,60,89,AI
S40724,71,67,81,92,Web Development
S40725,69,100,98,90,AI
S40726,86,97,89,71,AI
S40727,80,73,76,77,AI
S40728,98,97,81,92,AI
S40729,88,79,67,83,AI
S40730,82,85,88,98,AI
S40731,96,75,69,80,Web Development
S40732,85,91,84,87,AI
S40733,76,62,96,65,python
S40734,83,89,70,96,AI
S40735,87,73,66,93,AI
S40736,62,69,99,71,python
S40737,91,75,100,71,AI
S40738,88,74,74,65,AI
S40739,84,84,81,93,python
S40740,72,73,98,84,AI
S40741,98,65,87,69,python
S40742,77,98,70,76,AI
S40743,100,95,75,61,Mathematics for machine learning
S40744,63,62,68,95,python
S40745,63,63,89,60,python
S40746,95,100,81,62,Mathematics for machine learning
S40747,76,72,75,76,AI
S40748,73,71,81,67,Mathematics for machine learning
S40749,76,61,85,77,Web Development
S40750,84,96,81,97,AI
S40751,83,69,84,61,python
S40752,72,74,97,78,AI
S40753,75,63,94,73,Web Development
S40754,62,67,82,93,python
S40755,82,97,63,82,AI
S40756,90,98,80,68,Mathematics for machine learning
S40757,77,74,89,63,Mathematics for machine learning
S40758,79,87,91,61,Mathematics for machine learning
S40759,74,60,71,95,Web Development
S40760,97,88,94,98,AI
S40761,84,83,70,94,AI
S40762,91,97,71,94,Mathematics for machine learning
S40763,73,88,98,69,Mathematics for machine learning
S40764,82,79,65,83,AI
S40765,70,75,78,93,AI
S40766,88,85,61,93,AI
S40767,86,76,87,89,AI
S40768,66,99,72,81,AI
S40769,81,86,88,69,Mathematics for machine learning
S40770,85,72,78,84,AI
S40771,70,92,68,63,python
S40772,92,80,68,77,python
S40773,99,64,85,98,AI
S40774,83,90,78,65,Web Development
S40775,71,64,62,87,Web Development
S40776,76,78,94,91,python
S40777,98,78,76,78,AI
S40778,75,87,80,87,AI
S40779,63,63,100,81,python
S40780,98,89,86,65,Mathematics for machine learning
S40781,83,61,83,69,python
S40782,95,79,67,83,AI
S40783,92,82,79,91,AI
S40784,62,83,77,64,Mathematics for machine learning
S40785,78,75,88,62,Mathematics for machine learning
S40786,89,88,97,87,AI
S40787,70,95,78,96,AI
S40788,82,95,77,89,Web Development
S40789,69,66,78,74,python
S40790,86,79,96,94,AI
S40791,92,90,78,64,Mathematics for machine learning
S40792,83,82,63,69,python
S40793,100,75,76,92,Mathematics for machine learning
S40794,69,76,93,69,Mathematics for machine learning
S40795,78,82,93,60,python
S40796,82,86,87,64,AI
S40797,79,73,84,94,AI
S40798,84,73,83,79,AI
S40799,96,74,95,87,AI
S40800,88,77,84,87,AI
S40801,81,89,62,60,python
S40802,100,90,92,60,Mathematics for machine learning
S40803,92,97,73,90,AI
S40804,87,91,65,91,AI
S40805,93,88,86,78,AI
S40806,91,61,74,66,python
S40807,60,98,73,93,Web Development
S40808,88,63,71,62,python
S40809,73,81,86,94,AI
S40810,63,99,78,88,python
S40811,68,60,78,64,python
S40812,66,100,71,71,python
S40813,89,97,91,85,AI
S40814,81,94,65,67,python
S40815,96,84,69,62,python
S40816,63,61,89,75,python
S40817,69,77,68,64,python
S40818,72,63,61,79,Web Development
S40819,99,80,65,93,AI
S40820,78,100,91,99,AI
S40821,96,77,81,83,AI
S40822,90,73,90,99,AI
S40823,94,99,98,94,AI
S40824,67,82,83,79,AI
S40825,67,80,90,93,AI
S40826,73,81,75,81,AI
S40827,61,67,81,94,python
S40828,74,97,80,90,AI
S40829,83,86,100,71,AI
S40830,66,78,82,64,Mathematics for machine learning
S40831,60,98,91,96,AI
S40832,77,66,60,77,Web Development
S40833,60,98,85,79,AI
S40834,89,96,63,93,AI
S40835,61,81,78,77,AI
S40836,60,91,83,84,AI
S40837,94,73,62,88,AI
S40838,79,88,81,88,AI
S40839,82,99,63,71,AI
S40840,61,83,71,86,AI
S40841,63,82,83,83,Web Development
S40842,78,95,99,60,Mathematics for machine learning
S40843,78,70,73,89,Web Development
S40844,94,91,78,77,AI
S40845,80,81,87,73,AI
S40846,95,76,99,69,Mathematics for machine learning
S40847,60,73,71,92,AI
S40848,61,79,95,70,Mathematics for machine learning
S40849,89,69,99,81,Web Development
S40850,96,98,95,85,Mathematics for machine learning
S40851,94,80,87,64,Mathematics for machine learning
S40852,91,71,64,93,AI
S40853,79,61,71,76,Web Development
S40854,65,60,75,90,python
S40855,62,73,77,91,Web Development
S40856,89,72,95,61,Mathematics for machine learning
S40857,76,83,91,84,AI
S40858,89,74,84,64,Mathematics for machine learning
S40859,71,96,97,81,AI
S40860,61,82,72,98,AI
S40861,95,65,68,63,python
S40862,94,87,65,87,Web Development
S40863,83,68,62,81,Web Development
S40864,61,97,83,62,Mathematics for machine learning
S40865,95,77,67,79,AI
S40866,96,77,68,96,AI
S40867,89,90,91,77,AI
S40868,86,65,76,85,Web Development
S40869,91,77,72,85,AI
S40870,76,65,64,73,Web Development
S40871,65,84,82,64,Mathematics for machine learning
S40872,83,87,100,95,AI
S40873,93,83,85,63,Mathematics for machine learning
S40874,88,80,69,85,AI
S40875,98,75,73,62,Mathematics for machine learning
S40876,61,84,73,84,python
S40877,68,68,89,65,python
S40878,78,84,84,88,AI
S40879,71,80,72,85,AI
S40880,99,71,72,96,AI
S40881,69,96,73,68,Mathematics for machine learning
S40882,75,67,88,85,Web Development
S40883,72,94,91,70,Mathematics for machine learning
S40884,84,90,82,76,AI
S40885,82,91,83,96,AI
S40886,89,97,76,72,AI
S40887,75,66,76,94,Web Development
S40888,80,66,86,84,Web Development
S40889,80,60,94,86,Web Development
S40890,98,75,69,93,AI
S40891,82,81,93,90,Mathematics for machine learning
S40892,81,78,76,79,AI
S40893,79,97,74,91,AI
S40894,97,69,79,84,Web Development
S40895,76,71,66,86,AI
S40896,64,73,77,79,AI
S40897,68,61,77,67,python
S40898,83,83,95,73,AI
S40899,99,80,62,98,AI
S40900,70,87,61,78,AI
S40901,66,77,79,97,AI
S40902,92,68,66,65,python
S40903,94,77,78,77,AI
S40904,69,84,69,66,python
S40905,81,79,98,99,AI
S40906,70,79,100,97,Web Development
S40907,65,95,61,64,python
S40908,68,65,98,71,python
S40909,93,96,85,87,Mathematics for machine learning
S40910,69,100,99,89,AI
S40911,82,79,76,86,Mathematics for machine learning
S40912,72,81,79,81,AI
S40913,91,63,100,97,Web Development
S40914,66,82,69,95,AI
S40915,85,66,78,61,python
S40916,81,98,86,92,AI
S40917,73,96,81,60,Mathematics for machine learning
S40918,93,93,68,62,python
S40919,98,93,64,98,AI
S40920,89,83,87,66,Mathematics for machine learning
S40921,93,84,71,79,AI
S40922,69,77,83,83,AI
S40923,60,77,69,91,AI
S40924,93,78,100,84,AI
S40925,61,98,84,60,Mathematics for machine learning
S40926,72,74,95,63,Mathematics for machine learning
S40927,70,97,97,81,AI
S40928,91,80,63,72,AI
S40929,90,67,91,63,python
S40930,87,80,85,83,AI
S40931,95,64,77,71,Web Development
S40932,88,61,94,92,Web Development
S40933,69,73,76,85,AI
S40934,98,63,89,91,Web Development
S40935,73,63,78,67,python
S40936,86,77,93,96,AI
S40937,86,88,92,88,AI
S40938,88,87,79,78,Mathematics for machine learning
S40939,71,100,82,98,AI
S40940,96,85,94,85,AI
S40941,91,68,78,65,python
S40942,91,65,98,91,Web Development
S40943,70,73,81,81,Web Development
S40944,82,97,97,87,Web Development
S40945,66,89,100,86,AI
S40946,100,75,84,92,AI
S40947,94,98,60,67,python
S40948,92,71,95,99,AI
S40949,94,76,97,85,AI
S40950,85,62,93,64,python
S40951,98,61,79,83,Web Development
S40952,98,86,75,65,Mathematics for machine learning
S40953,65,64,63,81,python
S40954,73,80,96,60,Mathematics for machine learning
S40955,65,93,75,79,AI
S40956,80,75,81,63,Mathematics for machine learning
S40957,69,91,76,65,AI
S40958,97,98,84,60,python
S40959,77,91,99,66,Mathematics for machine learning
S40960,86,64,73,75,python
S40961,69,100,83,94,python
S40962,65,89,61,89,AI
S40963,69,65,87,97,python
S40964,92,73,81,95,AI
S40965,78,94,75,86,AI
S40966,83,70,67,79,Web Development
S40967,92,63,88,93,Web Development
S40968,62,89,89,82,AI
S40969,74,63,66,90,Web Development
S40970,100,67,94,67,python
S40971,60,72,94,77,AI
S40972,74,84,86,99,Web Development
S40973,64,78,79,78,AI
S40974,71,73,86,69,Mathematics for machine learning
S40975,64,81,65,94,AI
S40976,74,64,74,83,Web Development
S40977,90,96,60,87,AI
S40978,66,62,70,84,python
S40979,99,85,86,74,AI
S40980,97,94,60,98,AI
S40981,79,61,65,89,Web Development
S40982,71,66,88,93,Web Development
S40983,63,87,81,75,AI
S40984,86,66,77,100,Web Development
S40985,81,87,84,89,AI
S40986,86,96,70,70,python
S40987,100,62,79,60,python
S40988,78,88,65,72,AI
S40989,80,93,61,68,python
S40990,100,94,67,82,AI
S40991,60,63,74,96,python
S40992,82,73,99,99,Web Development
S40993,96,83,92,63,Mathematics for machine learning
S40994,96,79,100,74,AI
S40995,74,73,67,68,python
S40996,61,72,85,65,Mathematics for machine learning
S40997,64,92,94,95,AI
S40998,95,90,75,90,AI
S40999,89,69,74,84,python
S41000,95,69,93,65,python
S41001,75,68,68,66,python
S41002,71,64,74,87,Mathematics for machine learning
S41003,62,71,84,69,Mathematics for machine learning
S41004,98,91,70,74,AI
S41005,61,98,100,96,AI
S41006,90,68,97,96,Web Development
S41007,66,93,93,97,AI
S41008,72,65,63,66,python
S41009,77,95,85,89,AI
S41010,91,76,92,69,Mathematics for machine learning
S41011,90,89,62,81,AI
S41012,63,64,95,60,python
S41013,72,76,84,97,python
S41014,94,91,91,95,AI
S41015,83,100,63,72,AI
S41016,70,84,90,65,Mathematics for machine learning
S41017,95,65,65,69,python
S41018,87,100,97,86,python
S41019,79,67,65,72,Web Development
S41020,96,89,82,79,AI
S41021,92,95,92,76,Mathematics for machine learning
S41022,75,93,65,93,AI
S41023,96,68,73,80,Web Development
S41024,91,73,91,98,AI
S41025,92,88,95,72,AI
S41026,89,88,87,98,AI
S41027,76,87,80,88,AI
S41028,93,89,99,80,AI
S41029,61,64,60,94,python
S41030,60,76,74,98,AI
S41031,95,87,72,71,AI
S41032,66,97,69,74,python
S41033,89,64,76,87,Web Development
S41034,79,77,93,88,AI
S41035,77,84,73,70,Mathematics for machine learning
S41036,65,100,60,84,AI
S41037,96,95,81,93,AI
S41038,66,83,94,93,AI
S41039,84,96,86,87,AI
S41040,82,93,97,82,Mathematics for machine learning
S41041,94,86,63,71,AI
S41042,82,66,68,69,python
S41043,94,96,68,73,AI
S41044,86,66,98,94,Web Development
S41045,88,90,100,67,Mathematics for machine learning
S41046,77,80,93,70,Mathematics for machine learning
S41047,63,85,91,86,AI
S41048,100,80,100,76,Mathematics for machine learning
S41049,60,82,81,61,Mathematics for machine learning
S41050,81,67,100,65,python
S41051,80,61,70,89,Web Development
S41052,92,65,82,96,Web Development
S41053,62,67,67,87,python
S41054,78,74,98,79,AI
S41055,65,79,98,93,AI
S41056,62,61,99,99,python
S41057,82,75,100,70,Mathematics for machine learning
S41058,85,84,95,87,AI
S41059,62,70,97,69,python
S41060,60,76,72,66,Mathematics for machine learning
S41061,84,64,87,70,python
S41062,73,100,70,68,python
S41063,62,67,78,67,python
S41064,67,90,68,65,python
S41065,93,75,84,74,AI
S41066,76,91,89,96,AI
S41067,61,90,89,91,AI
S41068,89,80,64,93,python
S41069,68,92,94,95,AI
S41070,70,76,86,99,AI
S41071,99,65,78,73,python
S41072,94,67,88,76,Web Development
S41073,69,90,66,97,AI
S41074,79,94,86,67,Mathematics for machine learning
S41075,66,60,87,95,python
S41076,72,81,95,90,AI
S41077,89,64,80,84,AI
S41078,63,100,66,62,python
S41079,81,89,71,84,Web Development
S41080,76,93,69,68,python
S41081,69,82,70,99,AI
S41082,93,87,68,85,AI
S41083,75,70,70,75,Web Development
S41084,77,83,95,64,Mathematics for machine learning
S41085,61,76,63,70,python
S41086,80,89,99,75,AI
S41087,96,66,93,66,python
S41088,68,65,86,60,python
S41089,61,88,72,87,AI
S41090,87,79,75,60,Mathematics for machine learning
S41091,72,80,94,76,AI
S41092,67,87,100,90,AI
S41093,88,89,94,63,Mathematics for machine learning
S41094,89,88,61,79,AI
S41095,79,89,66,95,AI
S41096,70,82,66,70,python
S41097,80,97,63,70,python
S41098,77,98,75,99,AI
S41099,85,80,80,74,AI
S41100,64,93,66,87,AI
S41101,63,91,77,99,AI
